Gene_symbol	Human_entrez	Rat_entrez	Mouse_entrez	Gene_Name	Synonym	DbTF	PMID	Uniprot_Human	Uniprot_Rat	Uniprot_mouse
SEC14L2	"SEC14-like 2 (S. cerevisiae)"	23541	116486	67815	C22ORF6|SPF|TAP|TAP1	0	0	O76054,F5H3U4,B7Z8Q1	Q5EBD0	Q99J08,Q5SQ25
SEMA4A	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A"	64218	310630	20351	CORD10|RP35|SEMAB|SEMB	0	0	Q5TCJ6,B3KR76,Q9H3S1	Q66HA9	Q62178
SERTAD1	"SERTA domain containing 1"	29950	361526	55942	SEI1|TRIP-BR1	0	0	Q9UHV2,Q53GC0	Q6P771	Q9JL10
SERTAD2	"SERTA domain containing 2"	9792	498423	58172	SEI-2|TRIP-BR2	0	0	Q14140	Q4V7A7	Q9JJG5,Q3UGZ1
SERTAD3	"SERTA domain containing 3"	29946	499108	170742	RBT1	0	0	Q9UJW9	Q5BK27	Q3UYB0,Q9ERC3
SETBP1	"SET binding protein 1"	26040	291423	240427	SEB	0	0	Q9Y6X0		Q9Z180
SETD1A	"SET domain containing 1A"	9739	0	233904	KMT2F|SET1|SET1A	0	0	O15047		E9PYH6
SETD1B	"SET domain containing 1B"	23067	0	208043	KMT2G|SET1B	0	0	Q9UPS6		Q8CFT2
SETD2	"SET domain containing 2"	29072	316013	235626	HBP231|HIF-1|HIP-1|HYPB|KMT3A|SET2|P231HBP	0	0	Q9BYW2		E9Q5F9,Q69ZC0
SETD4	"SET domain containing 4"	54093	245975	224440	C21ORF18|C21ORF27	0	0	Q9NVD3	B0BN36	P58467,G3X9W6
SETD7	"SET domain containing (lysine methyltransferase) 7"	80854	689954	73251	KMT7|SET7|SET7/9|SET9	0	0	Q8WTS6	D4ADE5	Q8VHL1
SETD8	"SET domain containing (lysine methyltransferase) 8"	387893	689820	67956	KMT5A|PR-SET7|SET07|SET8	0	0	Q9NQR1	F7J138	E9QNB8,Q2YDW7
SETDB1	"SET domain, bifurcated 1"	9869	689883	84505	ESET|H3-K9-HMTASE4|KG1T|KMT1E	0	0	Q15047	D4A081	D3YYC3,G5E8N3
SETDB2	"SET domain, bifurcated 2"	83852	100361710	239122	C13ORF4|CLLD8|CLLL8|KMT1F	0	0	Q96T68		Q8C267
SF1	"splicing factor 1"	7536	117855	22668	BBP|D11S636|MBBP|ZFM1|ZNF162	0	0	C9JJE2,B7Z1Q1,Q15637	I6L9G4	Q3TZI3,E9Q4Q2,Q3UI45
SF3A2	"splicing factor 3a, subunit 2, 66kDa"	8175	299620	20222	PRP11|PRPF11|SAP62|SF3A66	0	0	Q05DF2,Q15428	Q6AXT8	G3UVU2,Q7TN25
SF3A3	"splicing factor 3a, subunit 3, 60kDa"	10946	313583	75062	PRP9|PRPF9|SAP61|SF3A60	0	0	Q12874,B3KY12	Q4KLI7	Q58E59,Q9D554
SFMBT1	"Scm-like with four mbt domains 1"	51460	58967	54650	RU1|SFMBT	0	0	Q9UHJ3,Q402F7	Q9JMD2	Q3TUT9,Q9JMD1
SFPQ	"splicing factor proline/glutamine-rich"	6421	252855	71514	POMP100|PSF	0	0	P23246,Q86VG2	Q4KM71	Q8VIJ6
SFSWAP	"splicing factor, suppressor of white-apricot homolog (Drosophila)"	6433	304431	231769	SFRS8|SWAP	0	0	Q8IV81,B7ZM97,Q12872,F5H6B8	Q3KR71	Q3USH5
SHH	"sonic hedgehog"	6469	29499	20423	HHG1|HLP3|HPE3|MCOPCB5|SMMCI|TPT|TPTPS	0	0	Q15465	Q63673	Q62226
SHOX	"short stature homeobox"	6473	0	0	GCFX|PHOG|SHOXY|SS	yes	11751690	O15266		
SHOX2	"short stature homeobox 2"	6474	25546	20429	OG12|OG12X|SHOT	yes	20858598	O60902	O35750	P70390
SHPRH	"SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase"	257218	308282	268281	BA545I5.2	0	0	Q149N8,B3KX98	D4A9B2	Q7TPQ3
SIAH1	"siah E3 ubiquitin protein ligase 1"	6477	140941	0	SIAH1A	0	0	Q8IUQ4	A9UK92,Q920M9	
SIAH2	"siah E3 ubiquitin protein ligase 2"	6478	140593	20439	HSIAH2	0	0	O43255	Q8R4T2	Q06986,Q3UEV2
SIM1	"single-minded homolog 1 (Drosophila)"	6492	309888	20464	BHLHE14	yes	11782478	P81133	D3ZMU8	Q61045
SIM2	"single-minded homolog 2 (Drosophila)"	6493	304071	20465	HMC13F06|HMC29C01|SIM|BHLHE15	yes	"11782478, 11782478"	Q14190	D4AA36	Q61079
SIN3A	"SIN3 transcription regulator homolog A (yeast)"	25942	363067	20466	-	0	0	Q96ST3	D3ZBP2	Q60520
SIN3B	"SIN3 transcription regulator homolog B (yeast)"	23309	683381	20467	-	0	0	O75182	B0BNJ0	Q3TN09,Q62141,Q3TXW9
SIRT1	"sirtuin 1"	23411	309757	93759	SIR2L1	0	0	E9PC49,Q96EB6,A8K128		Q3USJ2,A7MCT8,Q3UNI1,Q923E4,Q53Z05
SIRT2	"sirtuin 2"	22933	361532	64383	SIR2|SIR2L|SIR2L2	0	0	Q8IXJ6	Q5RJQ4	E9PXF5,Q8VDQ8
SIRT3	"sirtuin 3"	23410	293615	64384	SIR2L3	0	0	Q9NTG7	B2RZ31	Q4FJK3,Q8R104,B9W0A9
SIRT4	"sirtuin 4"	23409	304539	75387	SIR2L4	0	0	Q9Y6E7	G3V641	Q8R216
SIRT5	"sirtuin 5"	23408	306840	68346	SIR2L5	0	0	Q9NXA8	Q68FX9	Q8K2C6
SIRT6	"sirtuin 6"	51548	299638	50721	SIR2L6	0	0	Q8N6T7	Q4FZY2	P59941,Q3UKP1
SIRT7	"sirtuin 7"	51547	303745	209011	SIR2L7	0	0	Q9NRC8	B2RZ55	Q8BKJ9
SIX1	"SIX homeobox 1"	6495	114634	20471	BOS3|DFNA23|TIP39	yes	9826681	Q15475	G3V970	Q8BSP4,Q62231,Q3V2C3
SIX2	"SIX homeobox 2"	10736	366542	20472	-	yes	15327782	Q9NPC8,Q8TBA2	D3ZM80	Q62232
SIX3	"SIX homeobox 3"	6496	78974	20473	HPE2	yes	17066077	O95343	Q9ET75	Q62233
SIX4	"SIX homeobox 4"	51804	299138	20474	AREC3	yes	14966291	Q9UIU6	D3ZAJ7	Q61321
SIX5	"SIX homeobox 5"	147912	308406	20475	BOR2|DMAHP	yes	17357085	Q8N196		P70178
SIX6	"SIX homeobox 6"	4990	314221	20476	MCOPCT2|OPTX2|SIX9	yes	12441302	Q6P051,O95475	D3ZCC7	Q9QZ28,B2RSE8
SKI	"v-ski sarcoma viral oncogene homolog (avian)"	6497	0	20481	SGS|SKV	0	0	P12755		B1AUF1
SKIDA1	"SKI/DACH domain containing 1"	387640	0	72668	C10ORF140|DLN-1	0	0	Q1XH10,E9PAX1		G3X9M2,Q80YR3
SKIL	"SKI-like oncogene"	6498	114208	20482	SNO|SNOA|SNOI|SNON	yes	16442497	P12757	D3ZWL1	Q60665,Q3TB81
SKOR1	"SKI family transcriptional corepressor 1"	390598	315748	207667	CORL1|FUSSEL15|LBXCOR1	0	0	P84550	P84551	D3YX64,Q8BX46
SKOR2	"SKI family transcriptional corepressor 2"	652991	681200	664805	CORL2|FUSSEL18	0	0			A7M7C7
SLA2	"Src-like-adaptor 2"	84174	499931	77799	C20ORF156|MARS|SLAP-2|SLAP2	0	0	Q9H6Q3		Q8R4L0,A2AVZ2
SLC22A4	"solute carrier family 22 (organic cation/ergothioneine transporter), member 4"	6583	64037	30805	OCTN1	0	0	Q9H015	Q9R141	Q9Z306,Q5SWV1
SLC26A3	"solute carrier family 26, member 3"	1811	114629	13487	CLD|DRA	0	0	P40879	Q924C9	Q9WVC8
SLC29A3	"solute carrier family 29 (nucleoside transporters), member 3"	55315	353307	71279	ENT3|HCLAP|HJCD|PHID	0	0	Q9BZD2	Q80WK7	Q99P65
SLC2A4RG	"SLC2A4 regulator"	56731	0	0	GEF|HDBP-1|HDBP1|SI-1-2|SI-1-2-19	0	0	Q9NR83		
SLC30A9	"solute carrier family 30 (zinc transporter), member 9"	10463	498358	109108	C4ORF1|GAC63|HUEL|ZNT9	0	0	Q6PML9	D3ZWW5	Q5IRJ6
SLC39A10	"solute carrier family 39 (zinc transporter), member 10"	57181	363229	227059	LZT-HS2	0	0	Q05C42,Q9ULF5	D4A517	Q6P5F6
SLC4A10	"solute carrier family 4, sodium bicarbonate transporter, member 10"	57282	295645	94229	NBCN2|NCBE	0	0	F8W675,B7Z1R0,Q6U841	Q80ZA5	E9NX85,B1AWV7,Q5DTL9,B1AWV9,F1DFN1,B1AWV8,Q8C943
SMAD1	"SMAD family member 1"	4086	25671	17125	BSP-1|BSP1|JV4-1|JV41|MADH1|MADR1	yes	"11786386, 11788714"	Q15797	Q6P7A6	P70340
SMAD2	"SMAD family member 2"	4087	29357	17126	JV18|JV18-1|MADH2|MADR2|HMAD-2|HSMAD2	yes	"11139470, 18471442"	Q53XR6,Q15796,B7Z5N5	O70436	Q62432
SMAD3	"SMAD family member 3"	4088	25631	17127	HSPC193|HST17436|JV15-2|LDS1C|LDS3|MADH3	yes	9660945	F5H383,P84022,Q9P0T0	P84025	Q8BUN5,B1B1A2
SMAD4	"SMAD family member 4"	4089	50554	17128	DPC4|JIP|MADH4|MYHRS	yes	"11788714, 14741200, 15240101"	Q13485	O70437	P97471
SMAD5	"SMAD family member 5"	4090	59328	17129	DWFC|JV5-1|MADH5	yes	11527422	Q68DB7,Q99717	B1WBR0,Q9R1V3	P97454
SMAD6	"SMAD family member 6"	4091	367100	17130	AOVD2|HST17432|MADH6|MADH7	yes	11139470	O43541		O35182
SMAD7	"SMAD family member 7"	4092	81516	17131	CRCS3|MADH7|MADH8	0	0	O15105,B7Z773,B3KYA8	O88406	B2RPW6,O35253
SMAD9	"SMAD family member 9"	4093	85435	55994	MADH6|MADH9|SMAD8|SMAD8A|SMAD8B	0	0	O15198	O54835	Q3UVC6,Q9JIW5
SMARCA1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"	6594	317575	93761	ISWI|NURF140|SNF2L|SNF2L1|SNF2LB|SNF2LT|SWI|SWI2	0	0	P28370,Q86UA8	D3ZDB2	Q6PGB8,Q05DE7
SMARCA2	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"	6595	361745	67155	BAF190|BRM|NCBRS|SNF2|SNF2L2|SNF2LA|SWI2|STH1P|HBRM|HSNF2A	0	0	Q56A76,Q8N9Q1,P51531	Q6DUH4	Q6DIC0,Q9D007,F2Z4A9
SMARCA4	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"	6597	171379	20586	BAF190|BAF190A|BRG1|MRD16|RTPS2|SNF2|SNF2L4|SNF2LB|SWI2|HSNF2B	0	0	A7E2E1,B3KNW7,Q9HBD4,P51532		Q3TKT4
SMARCA5	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"	8467	307766	93762	ISWI|SNF2H|WCRF135|HISWI|HSNF2H	0	0	O60264		Q91ZW3
SMARCAD1	"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"	56916	312398	13990	ADERM|ETL1|HEL1	0	0	Q9H4L7		Q3UGK6,Q04692
SMARCAL1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a-like 1"	50485	316477	54380	HARP|HHARP	0	0	Q9NZC9	B4F769	Q8BJL0
SMARCB1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"	6598	361825	20587	BAF47|INI1|MRD15|RDT|RTPS1|SNF5|SNF5L1|SFH1P|SNR1|HSNFS	0	0	Q9H836,Q12824	Q4KLI0	Q6ZWP4,Q9Z0H3,Q3UDA4
SMARCC1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1"	6599	301020	20588	BAF155|CRACC1|RSC8|SRG3|SWI3	0	0	Q92922,Q58EY4	D3ZJU5	P97496,Q3UPK0
SMARCC2	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2"	6601	362815	68094	BAF170|CRACC2|RSC8	0	0	Q59GV3,Q8TAQ2,F8VTJ5		Q3UID0,Q6PDG5
SMARCD1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"	6602	363002	83797	BAF60A|CRACD1|RSC6P	0	0	Q96GM5	D3ZBS9	Q61466,Q68FH8
SMARCD2	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2"	6603	83833	83796	BAF60B|CRACD2|RSC6P	0	0	Q92925	O54772	Q3TXH6,Q99JR8
SMARCD3	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"	6604	296732	66993	BAF60C|CRACD3|RSC6P	0	0	Q6STE5	Q5U3Y2	Q6P9Z1
SMARCE1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"	6605	303518	57376	BAF57	0	0	Q969G3	Q56A18	A2A4L8,O54941
SMCR7L	"Smith-Magenis syndrome chromosome region, candidate 7-like"	54471	315141	239555	HSU79252|MID51|MIEF1|DJ1104E15.3	0	0	Q7L890,Q9NQG6	Q5XIS8	Q8BGV8,B2RPW2
SMURF2	"SMAD specific E3 ubiquitin protein ligase 2"	64750	303614	66313	-	0	0	Q96DE7,Q9HAU4		Q9CSE3,A2A5Z6
SMYD1	"SET and MYND domain containing 1"	150572	297333	12180	BOP|KMT3D|ZMYND18|ZMYND22	0	0	Q5HYE8,Q8NB12	D4A3D2	P97443,Q3UQT9
SMYD3	"SET and MYND domain containing 3"	64754	498295	69726	KMT3E|ZMYND1|ZNFN3A1|BA74P14.1	0	0	Q9H7B4	Q4V8B9	Q9CWR2
SMYD5	"SMYD family member 5"	10322	312503	232187	NN8-4AG|RAI15|RRG1|ZMYND23	0	0	Q6GMV2		Q3TYX3
SNAI1	"snail homolog 1 (Drosophila)"	6615	116490	20613	SLUGH2|SNA|SNAH|SNAIL|SNAIL1|DJ710H13.1	yes	12917416	O95863	Q6AY35	Q02085,Q4FK48
SNAI2	"snail homolog 2 (Drosophila)"	6591	25554	20583	SLUG|SLUGH1|SNAIL2|WS2D	yes	10518215	O43623	O08954	P97469,Q3UZ96
SNAI3	"snail homolog 3 (Drosophila)"	333929	307919	30927	SMUC|SNAIL3|ZNF293|ZFP293	yes	10606664	Q3KNW1	D3ZYQ2	Q9QY31
SNAPC1	"small nuclear RNA activating complex, polypeptide 1, 43kDa"	6617	314228	75627	PTFGAMMA|SNAP43	0	0	B2RC42,Q16533	B1WC17	Q8K0S9
SNAPC2	"small nuclear RNA activating complex, polypeptide 2, 45kDa"	6618	304204	102209	PTFDELTA|SNAP45	0	0	Q13487	Q68FX5	Q91XA5
SNAPC3	"small nuclear RNA activating complex, polypeptide 3, 50kDa"	6619	362537	77634	PTFBETA|SNAP50	0	0	Q92966	Q5BK68	Q9D2C9
SNAPC4	"small nuclear RNA activating complex, polypeptide 4, 190kDa"	6621	362088	227644	PTFALPHA|SNAP190	0	0	Q5SXM2		Q8BP86
SNAPC5	"small nuclear RNA activating complex, polypeptide 5, 19kDa"	10302	691501	330959	SNAP19	0	0	O75971	D3ZTK9	E9QPK5,Q8R2K7
SND1	"staphylococcal nuclease and tudor domain containing 1"	27044	64635	56463	TDRD11|P100	0	0	Q7KZF4	Q66X93	Q78PY7
SNIP1	"Smad nuclear interacting protein 1"	79753	313588	76793	PMRED	0	0	B1AK66,Q8TAD8	Q5M9G6	Q8BIZ6,B1ASC5
SNRNP27	"small nuclear ribonucleoprotein 27kDa (U4/U6.U5)"	11017	362392	66618	27K|RY1	0	0	A8K513,Q8WVK2	D3ZBG5	Q8K194
SNRNP70	"small nuclear ribonucleoprotein 70kDa (U1)"	6625	361574	20637	RNPU1Z|RPU1|SNRP70|SNP1|U1-70K|U170K|U1AP|U1RNP	0	0	P08621	D3Z8H0	Q62376,A2RS68
SNRPA	"small nuclear ribonucleoprotein polypeptide A"	6626	292729	53607	MUD1|U1-A|U1A	0	0	P09012	Q5U214	Q62189
SNRPB	"small nuclear ribonucleoprotein polypeptides B and B1"	6628	171365	20638	COD|SNRPB1|SM-B/B'|SMB/B'|SMB/SMB'|SNRNP-B	0	0	Q66K91,P14678	B0BN51	A2APD4,P27048
SNRPB2	"small nuclear ribonucleoprotein polypeptide B"	6629	362223	20639	MSL1	0	0	P08579	B5DEQ4	A2BGM2,Q9CQI7
SNRPC	"small nuclear ribonucleoprotein polypeptide C"	6631	361808	20630	U1C|YHC1	0	0	Q5TAL4,P09234	D3ZCL3	Q62241,Q569X3
SNRPD1	"small nuclear ribonucleoprotein D1 polypeptide 16kDa"	6632	291794	20641	HST2456|SMD1|SNRPD|SM-D1	0	0	P62314	B2RZB7	P62315
SNURF	"SNRPN upstream reading frame"	8926	113938	84704	-	0	0	Q9Y675	Q9WU11	Q9WU12
SNW1	"SNW domain containing 1"	22938	500695	66354	BX42|NCOA-62|PRPF45|PRP45|SKIIP|SKIP	0	0	Q13573	D4A8G7	Q9CSN1,Q3TM37,Q9CV75
SOHLH1	"spermatogenesis and oogenesis specific basic helix-loop-helix 1"	402381	362085	227631	C9ORF157|NOHLH|SPATA27|TEB2|BA100C15.3|BHLHE80	yes	16690745	Q5JUK2		Q6IUP1
SOHLH2	"spermatogenesis and oogenesis specific basic helix-loop-helix 2"	54937	619575	74434	SPATA28|TEB1|BHLHE81	yes	22328502	Q9NX45	Q3MHT3	Q9D489
SOLH	"small optic lobes homolog (Drosophila)"	6650	303000	50817	CAPN15	0	0	O75808	D3ZJJ4	Q9JLG8
SON	"SON DNA binding protein"	6651	304092	20658	BASS1|C21ORF50|DBP-5|NREBP|SON3	yes	20876580	P18583		Q9QX47,Q8C9T5,Q80TM4
SORBS2	"sorbin and SH3 domain containing 2"	8470	114901	234214	ARGBP2|PRO0618	0	0	C9JKV9,J3KNZ5,G3XAI0,B3KPQ7,O94875,B7Z997,E9PAS5,B7Z1G5,E9PAW4,H7BXR4	O35413	B9EKP8,B7ZWM6
SORBS3	"sorbin and SH3 domain containing 3"	10174	282843	20410	SCAM-1|SCAM1|SH3D4	0	0	O60504	Q5XIL4	Q9R1Z8
SOWAHC	"sosondowah ankyrin repeat domain family member C"	65124	503306	268301	ANKRD57|C2ORF26	0	0	Q53LP3		Q8C0J6
SOX1	"SRY (sex determining region Y)-box 1"	6656	0	20664	-	yes	9512512	O00570		Q80XF2
SOX10	"SRY (sex determining region Y)-box 10"	6663	29361	20665	DOM|PCWH|WS2E|WS4|WS4C	yes	15523643	P56693	O55170	Q04888
SOX11	"SRY (sex determining region Y)-box 11"	6664	84046	20666	-	yes	"15183730, 18403418"	P35716	P0C1G9	Q7M6Y2
SOX12	"SRY (sex determining region Y)-box 12"	6666	689988	20667	SOX22	yes	18403418	O15370	D3ZZ13	Q04890
SOX13	"SRY (sex determining region Y)-box 13"	9580	289026	20668	ICA12|SOX-13	yes	10198172	Q9UN79		Q04891
SOX14	"SRY (sex determining region Y)-box 14"	8403	300954	20669	SOX28	yes	10677261	O95416	B7SZV3	Q497H4,Q3UUP3,Q7TNS9,Q04892
SOX15	"SRY (sex determining region Y)-box 15"	6665	363632	20670	SOX20|SOX26|SOX27	yes	10821863	O60248		Q5F2B2,P43267
SOX17	"SRY (sex determining region Y)-box 17"	64321	312936	20671	VUR3	yes	15220343	Q9H6I2	G3V923	Q61473
SOX18	"SRY (sex determining region Y)-box 18"	54345	311723	20672	HLTS	yes	12446692	P35713	Q4V7E4	Q3UND6,B7ZCS2,P43680
SOX2	"SRY (sex determining region Y)-box 2"	6657	499593	20674	ANOP3|MCOPS3	yes	15860457	P48431	D4A543	Q3V2B6,P48432,Q60I23
SOX21	"SRY (sex determining region Y)-box 21"	11166	306168	223227	SOX25	yes	12446692	Q9Y651		Q811W0
SOX3	"SRY (sex determining region Y)-box 3"	6658	367950	20675	GHDX|MRGH|PHP|PHPX|SOXB	yes	11875113	P41225		Q5RKW0,A2AM37
SOX30	"SRY (sex determining region Y)-box 30"	11063	689918	214105	-	yes	10359848	O94993		Q5SUH8,Q8CGW4
SOX4	"SRY (sex determining region Y)-box 4"	6659	364712	20677	EVI16	yes	"7706298, 8404853"	Q06945		Q06831
SOX5	"SRY (sex determining region Y)-box 5"	6660	140587	20678	L-SOX5	yes	"1396566, 8078769, 9755172"	F5H5B0,B7Z8V0,P35711		Q2TBA9,Q8C4K8,B2KFM4,P35710,B2KFM9
SOX6	"SRY (sex determining region Y)-box 6"	55553	293165	20679	HSSOX6|SOXD	yes	11504872	P35712	Q4V8G3	E9PUW0,P40645,Q8BSS6,Q3V1J7
SOX7	"SRY (sex determining region Y)-box 7"	83595	290317	20680	-	yes	15220343	Q9BT81	D3ZTE1	Q3U1W5,P40646
SOX8	"SRY (sex determining region Y)-box 8"	30812	302993	20681	-	yes	"12732652, 12732652"	P57073	D3ZR96	Q543C3,Q04886
SOX9	"SRY (sex determining region Y)-box 9"	6662	140586	20682	CMD1|CMPD1|SRA1	yes	19322650	P48436		B1AVH1,Q04887
SP1	"Sp1 transcription factor"	6667	24790	20683	-	yes	15282343	G5E9M8,E4Z9M7,P08047	Q01714	G3X8Q0,O89090
SP100	"SP100 nuclear antigen"	6672	363269	20684	LYSP100B	0	0	E7EUA7,Q6ZMK3,F8WFE2,P23497,B4DDX5,B8ZZD8	Q5XI80	Q8C405
SP110	"SP110 nuclear body protein"	3431	301570	109032	IFI41|IFI75|IPR1|VODI	yes	17492906	F5H1M1,B4DVI4,Q9HB58	Q3KRF1	Q8BVK9
SP140	"SP140 nuclear body protein"	11262	316580	434484	LYSP100|LYSP100-A|LYSP100-B	0	0	Q8IWJ1,B4DVW8,Q13342,Q3KR17	Q66H87	Q6NSQ5
SP140L	"SP140 nuclear body protein-like"	93349	0	0	-	0	0	Q9H930		
SP2	"Sp2 transcription factor"	6668	303499	78912	-	yes	10744779	Q02086	D3ZSM5	Q9D2H6,Q8C5J0
SP3	"Sp3 transcription factor"	6670	367846	20687	SPR2	yes	"12591615, 12591615"	B7ZLN9,Q02447,Q59FX5,Q86TP0		O70494
SP4	"Sp4 transcription factor"	6671	25162	20688	HF1B|SPR-1	yes	15265862	Q02446	Q63158	Q62445,Q6DFV2
SP5	"Sp5 transcription factor"	389058	296510	64406	-	yes	17090534	Q6BEB4	D3ZEM4	Q9JHX2
SP6	"Sp6 transcription factor"	80320	363672	83395	EPFN|EPIPROFIN|KLF14	yes	19088080	B3KXP2,Q3SY56	D3ZT88	Q9ESX2,A2A708
SP7	"Sp7 transcription factor"	121340	300260	170574	OI11|OI12|OSX|OSTERIX	yes	"16041384, 16041384"	Q8TDD2	Q6IMK2,Q6IMK1	Q8VI67,Q2KHK9
SP8	"Sp8 transcription factor"	221833	299499	320145	BTD	yes	17509151	Q8IXZ3		Q8BMJ8,Q5QR90
SP9	"Sp9 transcription factor"	100131390	366078	381373	ZNF990	yes	15358670	P0CG40	D3ZZ24	Q64HY3
SPDEF	"SAM pointed domain containing ets transcription factor"	25803	689210	30051	PDEF|RP11-375E1__A.3|BA375E1.3	yes	10625666	B4DWH8,O95238,F5H778	B2RYE0	Q9WTP3,B2KF86
SPEN	"spen homolog, transcriptional regulator (Drosophila)"	23013	365981	56381	HIAA0929|MINT|RBM15C|SHARP	0	0	Q96T58		A2ADB0,Q3UV27,Q62504
SPI1	"spleen focus forming virus (SFFV) proviral integration oncogene spi1"	6688	366126	20375	OF|PU.1|SFPI1|SPI-1|SPI-A	yes	"9211934, 10523830"	P17947	Q6BDS1	P17433,Q3U5L4
SPIB	"Spi-B transcription factor (Spi-1/PU.1 related)"	6689	499146	272382	SPI-B	yes	10196196	B4DUG6,Q01892	Q5EBA3	O35906
SPIC	"Spi-C transcription factor (Spi-1/PU.1 related)"	121599	314711	20728	SPI-C	yes	12749910	Q8N5J4	D4A5A4	Q6P3D7
SPO11	"SPO11 meiotic protein covalently bound to DSB homolog (S. cerevisiae)"	23626	366261	26972	CT35	0	0	Q9Y5K1		A2ASD0,Q9WTK8,A2ASD2,A2ASD1
SPOCD1	"SPOC domain containing 1"	90853	313060	622480	-	0	0	Q6ZMY3		
SPZ1	"spermatogenic leucine zipper 1"	84654	499510	79401	NYD-TSP1	yes	11165476	Q9BXG8	Q6AXY9	Q99MY0
SQSTM1	"sequestosome 1"	8878	113894	18412	A170|OSIL|PDB3|ZIP3|P60|P62|P62B	0	0	Q13501	O08623	Q64337
SRA1	"steroid receptor RNA activator 1"	10011	252891	24068	SRA|SRAP|STRAA1|PP7684	0	0	Q9HD15	G3V8C6,Q6QGW5	Q80VJ2
SRCAP	"Snf2-related CREBBP activator protein"	10847	361652	100043597	DOMO1|EAF1|FLHS|SWR1	0	0	Q6ZRS2		
SREBF1	"sterol regulatory element binding transcription factor 1"	6720	78968	20787	SREBP-1C|SREBP1|BHLHD1	yes	11829742	P36956	P56720	Q9WTN3
SREBF2	"sterol regulatory element binding transcription factor 2"	6721	300095	20788	SREBP2|BHLHD2	yes	7903453	Q8NCY3,Q12772	Q3T1I5	Q3U1N2
SRF	"serum response factor (c-fos serum response element-binding transcription factor)"	6722	501099	20807	MCM1	yes	"11278806, 15728583, 16170155"	P11831		Q9JM73
SRRM1	"serine/arginine repetitive matrix 1"	10250	313620	51796	160-KD|POP101|SRM160	0	0	Q8IYB3	B2RYB3	A2A8V9,E9PUK6,Q52KI8
SRSF1	"serine/arginine-rich splicing factor 1"	6426	689890	110809	ASF|SF2|SF2P33|SFRS1|SRP30A	0	0	Q59FA2,Q07955	D4A9L2	Q6PDM2
SRSF10	"serine/arginine-rich splicing factor 10"	10772	362630	14105	FUSIP1|FUSIP2|NSSR|SFRS13|SFRS13A|SRP38|SRRP40|TASR|TASR1|TASR2	0	0	O75494,Q5JRI3	Q4KM38	
SRSF2	"serine/arginine-rich splicing factor 2"	6427	494445	20382	PR264|SC-35|SC35|SFRS2|SFRS2A|SRP30B	0	0	Q01130,Q53FN0	Q6PDU1	A2AA29,Q62093
SRSF3	"serine/arginine-rich splicing factor 3"	6428	361814	20383	SFRS3|SRP20	0	0	P84103,B2R6F3	Q0ZFS8	B2KF41,P84104
SRSF5	"serine/arginine-rich splicing factor 5"	6430	29667	20384	HRS|SFRS5|SRP40	0	0	Q13243	Q09167	
SRSF6	"serine/arginine-rich splicing factor 6"	6431	362264	67996	B52|SFRS6|SRP55	0	0	Q13247	G3V6S8	Q3TWW8
SRSF8	"serine/arginine-rich splicing factor 8"	10929	304431	231769	SFRS2B|SRP46	0	0	Q9BRL6	Q3KR71	Q3USH5
SRSF9	"serine/arginine-rich splicing factor 9"	8683	288701	108014	SFRS9|SRP30C	0	0	Q13242	Q5PPI1	Q9D0B0
SRY	"sex determining region Y"	6736	25221	21674	SRXX1|SRXY1|TDF|TDY	yes	"7813448, 8190643"	A7WPU8,Q05066	Q9ERV8	Q05738,Q53WV7
SS18L1	"synovial sarcoma translocation gene on chromosome 18-like 1"	26039	192352	269397	CREST|LP2261	0	0	O75177	Q91XJ0	Q8BW22
SSB	"Sjogren syndrome antigen B (autoantigen La)"	6741	81783	20823	LARP3|LA	0	0	P05455	Q66HM7	Q564E6,P32067
SSBP2	"single-stranded DNA binding protein 2"	23635	361877	66970	HSPC116|SOSS-B2	0	0	E9PDA8,E9PB74,P81877,B7Z665,B7Z2L9,B7Z1J2,D6RH18		Q540I3,Q9CYZ8
SSBP3	"single stranded DNA binding protein 3"	23648	84354	72475	CSDP|SSDP|SSDP1	0	0	Q9BWW4	Q9R050	B1AS35,Q3U5B9,Q9D032,B1AS36
